Id,HitboxActive,FirstActionableFrame,BaseDamage,Angle,BaseKnockBackSetKnockback,LandingLag,AutoCancel,KnockbackGrowth,Type,Name,OwnerId,LastModified
1842,"10-16?","?","7","65","20","","","95",2,"Side 2: Stealth Burst (No Charge)",33,11/27/2016 12:08:59
1843,"19?","62","4.5 (+1)","0","26","","","22",2,"Side 3: Mii Missile (Homing)",33,11/27/2016 12:08:59
1844,"?","49","10 (+5)","65","50","","","65",2,"Side 3: Mii Missile (Super)",33,11/27/2016 12:08:59
1845,"?","-","7","55","50","","","100",2,"Up 1: Lunar Launch",33,11/27/2016 12:08:59
1846,"11-12","-","9","270/110","5/60","","","100/85",2,"Up 2: Cannon Uppercut (Hit 1)",33,11/27/2016 12:08:59
1847,"?","-","8","80","50","","","134",2,"Up 2: Cannon Uppercut (Hit 2)",33,11/27/2016 12:08:59
1848,"?","-","6","80","50","","","134",2,"Up 2: Cannon Uppercut (Hit 2, Late)",33,11/27/2016 12:08:59
1849,"-","-","-","-","-","","","-",2,"Up 3: Arm Rocket",33,11/27/2016 12:08:59
1850,"3-4","-","2","10/60","60","","","30",2,"Down 1: Echo Reflector",33,11/27/2016 12:08:59
1851,"11-","55","2 (+6)","361","70","","","50",2,"Down 2: Bomb Drop",33,11/27/2016 12:08:59
1852,"1-","-","9 (+6)","66","70","","","80",2,"Down 2: Bomb Drop (Contact)",33,11/27/2016 12:08:59
1853,"1-2","-","0","361","30","","","100",2,"Down 3: Absorbing Vortex",33,11/27/2016 12:08:59
1854,"6-7","19","4","85/50/45/45","32","","","20",1,"Jab 1",34,11/27/2016 12:09:00
1855,"6-7","23","3","78/96/60/60","40","","","20",1,"Jab 2",34,11/27/2016 12:09:00
1856,"7-11","39","5","55","70","","","50",1,"Jab 3",34,11/27/2016 12:09:00
1857,"9-11","43","10","60","80","","","60",1,"Dash Attack",34,11/27/2016 12:09:00
1858,"12-18","-","6","60","80","","","60",1,"Dash Attack (Late)",34,11/27/2016 12:09:00
1859,"11-13","35","12","361","20","","","96",1,"Ftilt",34,11/27/2016 12:09:00
1860,"8-12","33","7","95/85/85","30","","","122/130/123",1,"Utilt",34,11/27/2016 12:09:00
1861,"5-6","20","8","65","50","","","80",1,"Dtilt",34,11/27/2016 12:09:00
1862,"16-18","60","15/14/16/14","361","30","","","100/100/99/100",1,"Fsmash",34,11/27/2016 12:09:00
1863,"11-12","60","4","130","W: 120","","","100",1,"Usmash (Hit 1)",34,11/27/2016 12:09:00
1864,"14-16, 20-22","-","3","104/110/366","W: 90/40/20","","","100",1,"Usmash (Hits 2-3)",34,11/27/2016 12:09:00
1865,"26-28","-","7","95/98/98","40","","","142",1,"Usmash (Hit 4)",34,11/27/2016 12:09:00
1866,"7-8","54","12","27","26","","","80",1,"Dsmash (Hit 1)",34,11/27/2016 12:09:00
1867,"15-16","-","15","32","25","","","80",1,"Dsmash (Hit 2)",34,11/27/2016 12:09:00
1869,"6-7","29","","","","","","",1,"Standing Grab",34,11/27/2016 12:09:00
1870,"8-9","36","","","","","","",1,"Dash Grab",34,11/27/2016 12:09:00
1871,"9-10","34","","","","","","",1,"Pivot Grab",34,11/27/2016 12:09:00
1873,"-","-","3, 3","45","60","","","110",3,"Fthrow",34,11/27/2016 12:09:00
1874,"-","-","3, 3","45","60","","","130",3,"Bthrow",34,11/27/2016 12:09:00
1875,"-","-","3, 2","80","50","","","100",3,"Uthrow",34,11/27/2016 12:09:00
1876,"-","-","2, 2","80","75","","","120",3,"Dthrow",34,11/27/2016 12:09:00
1882,"11-24","49","8","361","48","15","1-5, 33&gt;","68",0,"Nair",34,11/27/2016 12:09:01
1883,"11, 16","47","3","366","5","17","51&gt;","100",0,"Fair (Hits 1-2)",34,11/27/2016 12:09:01
1884,"21","-","5","50","55","-","-","130",0,"Fair (Hit 3)",34,11/27/2016 12:09:01
1885,"8-9","38","14","361","10","15","29&gt;","100",0,"Bair",34,11/27/2016 12:09:01
1886,"11-13","45","16","80","25","16","1-10, 30&gt;","90",0,"Uair",34,11/27/2016 12:09:01
1887,"14-23","-","10","80","18","-","-","85",0,"Uair (Late)",34,11/27/2016 12:09:01
1888,"14-37 (Rehit rate: 5)","59","1","220/250","W: 10/30 B: 18","30","1-4, 80&gt;","80/100",0,"Dair",34,11/27/2016 12:09:01
1889,"2-3","-","5","45","60","-","-","120",0,"Dair (Landing)",34,11/27/2016 12:09:01
1890,"23-39 (Rehit rate: 6)","78","3.7","86","80","","","104",2,"Neutral 1: Gale Strike (Early)",34,11/27/2016 12:09:01
1891,"40-56","-","2.9","86","80","","","105",2,"Neutral 1: Gale Strike",34,11/27/2016 12:09:01
1892,"57-73","-","2","86","70","","","106",2,"Neutral 1: Gale Strike (Late)",34,11/27/2016 12:09:01
1893,"74-","-","0","86/20","80/55","","","100",2,"Neutral 1: Gale Strike (Windbox)",34,11/27/2016 12:09:01
1894,"16-22","50","2","361","20","","","50",2,"Neutral 2: Shuriken of Light (Close)",34,11/27/2016 12:09:01
1895,"23-29","-","4","70","20","","","50",2,"Neutral 2: Shuriken of Light",34,11/27/2016 12:09:01
1896,"30-36","-","6.5","70","35","","","50",2,"Neutral 2: Shuriken of Light",34,11/27/2016 12:09:01
1897,"37-44","-","10","70","50","","","50",2,"Neutral 2: Shuriken of Light",34,11/27/2016 12:09:01
1898,"17-18, 21-22, 25-26, 29-30","85","0.6","45/150","W: 8","","","100",2,"Neutral 3: Blade Flurry (No Charge, Hits 1-4)",34,11/27/2016 12:09:01
1899,"33-34","-","0.5","366","W: 22","","","100",2,"Neutral 3: Blade Flurry (No Charge, Hit 5)",34,11/27/2016 12:09:01
1900,"44-45","-","7","40","40","","","105",2,"Neutral 3: Blade Flurry (No Charge, Final Hit)",34,11/27/2016 12:09:01
1901,"66-67, 70-71, 74-75, 78-79","134","1.25?","45/150","W: 8","","","100",2,"Neutral 3: Blade Flurry (Full Charge, Hits 1-4)",34,11/27/2016 12:09:01
1902,"82-83","-","2","366","W: 22","","","100",2,"Neutral 3: Blade Flurry (Full Charge, Hit 5)",34,11/27/2016 12:09:01
1903,"93-94","-","17","40","40","","","105",2,"Neutral 3: Blade Flurry (Full Charge, Final Hit)",34,11/27/2016 12:09:01
1904,"32-","95","9","50","90","","","75",2,"Side 1: Airborne Assault (No Charge)",34,11/27/2016 12:09:01
1905,"63-","136","9","50","90","","","75",2,"Side 1: Airborne Assault (Full Charge)",34,11/27/2016 12:09:01
1906,"13-","62","6","55","70","","","88",2,"Side 2: Surging Slash (No Charge)",34,11/27/2016 12:09:01
1907,"-","-","6","55","70","","","88",2,"Side 2: Surging Slash (Full Charge)",34,11/27/2016 12:09:01
1908,"18-","53","-","-","-","","","-",2,"Side 3: Chakram",34,11/27/2016 12:09:01
1909,"13-15","-","-","-","-","","","-",2,"Up 1: Stone Scabbard (Hit 1)",34,11/27/2016 12:09:01
1910,"42-","-","-","-","-","","","-",2,"Up 1: Stone Scabbard (Hit 2)",34,11/27/2016 12:09:01
1911,"1-","-","-","-","-","","","-",2,"Up 1: Stone Scabbard (Landing)",34,11/27/2016 12:09:01
1912,"24","-","2","110","28","","","30",2,"Up 2: Skyward Slash Dash (Hit 1)",34,11/27/2016 12:09:01
1913,"29-30, 33-34, 37-38, 41-42, 45-46","-","1","366/55/366/45","30/50/30/80","","","30",2,"Up 2: Skyward Slash Dash (Hit 2-6)",34,11/27/2016 12:09:01
1914,"49-50","-","5","45","70","","","104",2,"Up 2: Skyward Slash Dash (Hit 7)",34,11/27/2016 12:09:01
1915,"8-9","79","14/13/9","45","60","","","90",2,"Up 3: Hero's Spin (No Charge, Early)",34,11/27/2016 12:09:01
1916,"10-14","-","12/11/7","361","55","","","80",2,"Up 3: Hero's Spin (No Charge)",34,11/27/2016 12:09:01
1917,"15-24","-","9/9/7","361","55","","","80",2,"Up 3: Hero's Spin (No Charge, Late)",34,11/27/2016 12:09:01
1918,"25-40","-","7/7/5","361","20","","","80",2,"Up 3: Hero's Spin (No Charge, Latest)",34,11/27/2016 12:09:01
1919,"8","-","4","85/80/366","W: 70/100/85","","","100",2,"Up 3: Hero's Spin (Air, Hit 1)",34,11/27/2016 12:09:01
1920,"11","-","2","120","W: 90","","","100",2,"Up 3: Hero's Spin (Air, Hit 2)",34,11/27/2016 12:09:01
1921,"16","-","2","366/82/45","W: 60/100/85","","","100",2,"Up 3: Hero's Spin (Air, Hit 3)",34,11/27/2016 12:09:01
1922,"19","-","2","120","W: 90","","","100",2,"Up 3: Hero's Spin (Air, Hit 4)",34,11/27/2016 12:09:01
1923,"22","-","2","366/90/45","W: 50/100/85","","","100",2,"Up 3: Hero's Spin (Air, Hit 5)",34,11/27/2016 12:09:01
1924,"26","-","2","120","W: 90","","","100",2,"Up 3: Hero's Spin (Air, Hit 6)",34,11/27/2016 12:09:01
1925,"31","-","2","90/90/50","W: 45/80/85","","","100",2,"Up 3: Hero's Spin (Air, Hit 7)",34,11/27/2016 12:09:01
1926,"38","-","2","120","W: 90","","","100",2,"Up 3: Hero's Spin (Air, Hit 8)",34,11/27/2016 12:09:01
1927,"47-48","-","4","361","30","","","200",2,"Up 3: Hero's Spin (Air, Hit 9)",34,11/27/2016 12:09:01
1928,"Counters: 6-29","60","-","-","-","","","-",2,"Down 1: Blade Counter",34,11/27/2016 12:09:01
1929,"16 Freeze Frames, (Intangible: 1-16)","-","-","-","-","","","-",2,"Down 1: Blade Counter (On Hit)",34,11/27/2016 12:09:01
1930,"6-7 (Intangible: 1-8)","50","8 (1.25&#215;)","48","90","","","70",2,"Down 1: Blade Counter (Attack)",34,11/27/2016 12:09:02
1931,"12-14 (Reflects: 6-22?)","38","6","110","W: 60","","","100",2,"Down 2: Reversal Slash",34,11/27/2016 12:09:02
1932,"14-16","62","10/13","35","50","","","70/80",2,"Down 3: Power Thrust (Early, Ground)",34,11/27/2016 12:09:02
1933,"17-24","-","8/11","37","50","","","70/80",2,"Down 3: Power Thrust (Ground)",34,11/27/2016 12:09:02
1934,"25-32","-","8","50","50","","","70",2,"Down 3: Power Thrust (Late, Ground)",34,11/27/2016 12:09:02
1935,"16-18","66","10/13","361","40","","","70/80",2,"Down 3: Power Thrust (Early, Air)",34,11/27/2016 12:09:02
1936,"19-26","-","8/11","361","40","","","65/77",2,"Down 3: Power Thrust (Air)",34,11/27/2016 12:09:02
1937,"27-34","-","5.5/8","361","40","","","60/70",2,"Down 3: Power Thrust (Late, Air)",34,11/27/2016 12:09:02
1938,"2-3","-","7","80","80","","","20",2,"Down 3: Power Thrust (Air, Landing)",34,11/27/2016 12:09:02
1939,"4-5","16","3","83","W: 5/10/20","","","100",1,"Jab 1",35,11/27/2016 12:09:02
1940,"","","","","","","","",1,"Rapid Jab",35,11/27/2016 12:09:02
1941,"2-3","24","2","50","60","","","180",1,"Rapid Jab Finisher",35,11/27/2016 12:09:02
1942,"6-9","38","10 (+1)","50","70","","","70",1,"Dash Attack",35,11/27/2016 12:09:02
1943,"10-19","-","6.5 (+1)","50","70","","","70",1,"Dash Attack (Late)",35,11/27/2016 12:09:02
1944,"10","38","10/9","361","35","","","100",1,"Ftilt",35,11/27/2016 12:09:02
1945,"11-17","-","4","361","35","","","100",1,"Ftilt (Late)",35,11/27/2016 12:09:03
1946,"10-12","36","7","100","20","","","127/125",1,"Utilt (Hit 1)",35,11/27/2016 12:09:03
1947,"20-22","-","7","115","30","","","125/127",1,"Utilt (Hit 2)",35,11/27/2016 12:09:03
1948,"6-11 (Ground Only)","40","6","30","40","","","125",1,"Dtilt",35,11/27/2016 12:09:03
1949,"7-19 (Aerial Only)","-","1","90","70","","","120",1,"Dtilt (Windbox)",35,11/27/2016 12:09:03
1950,"17-18","43","14/18","53","44/48","","","100/91",1,"Fsmash",35,11/27/2016 12:09:03
1951,"24-25 (Partial Invincibility: 4-25)","39","16","83","40","","","93",1,"Usmash",35,11/27/2016 12:09:03
1952,"15-19","42","13/15/15","20/80/80","30/60/60","","","65/85/85",1,"Dsmash",35,11/27/2016 12:09:03
1954,"6-7","30","","","","","","",1,"Standing Grab",35,11/27/2016 12:09:03
1955,"8-9","37","","","","","","",1,"Dash Grab",35,11/27/2016 12:09:03
1956,"9-10","35","","","","","","",1,"Pivot Grab",35,11/27/2016 12:09:03
1958,"-","-","8","58","100","","","40",3,"Fthrow",35,11/27/2016 12:09:03
1959,"-","-","8","58","100","","","40",3,"Bthrow",35,11/27/2016 12:09:03
1960,"-","-","8","90","100","","","40",3,"Uthrow",35,11/27/2016 12:09:03
1961,"-","-","4","80","35","","","120",3,"Dthrow",35,11/27/2016 12:09:03
1967,"7","43","5","160/160/90","W: 30/30/B: 20","12","1-2, 44&gt;","100/100/70",0,"Nair (Hit 1)",35,11/27/2016 12:09:03
1968,"12","-","4","160/160/90","W: 30/30/B: 20","-","-","100/100/70",0,"Nair (Hit 2)",35,11/27/2016 12:09:03
1969,"17","-","4","160/160/90","W: 30/30/0 B: 20/20/20","-","-","100/100/70",0,"Nair (Hit 3)",35,11/27/2016 12:09:03
1970,"22","-","4","70","40","-","-","150",0,"Nair (Hit 4)",35,11/27/2016 12:09:03
1971,"10-11","45","11.5","361","30","15","1-2, 42&gt;","86",0,"Fair",35,11/27/2016 12:09:03
1972,"12-25","-","6","361","10","-","-","80",0,"Fair (Late)",35,11/27/2016 12:09:03
1973,"10-13, 14-17, 18-21","40","2","366/25","30/0","19","1-9, 38&gt;","40/100",0,"Bair (Hits 1-3)",35,11/27/2016 12:09:03
1974,"22","-","3","361","30","-","-","170",0,"Bair (Hit 4)",35,11/27/2016 12:09:03
1975,"1-2","On Hit: 16","3","68","90","-","-","120",0,"Bair (Landing)",35,11/27/2016 12:09:03
1976,"6-12","40","7/7/0/0","94/94/80/80","B: 20/20/ W: 120/70","12","1-5, 41&gt;","60/60/100/100",0,"Uair (Hit 1)",35,11/27/2016 12:09:03
1977,"20-22","-","9/9/0/0","90/90/80/80","B: 55/55/ W: 120/70","-","-","98/98/100/100",0,"Uair (Hit 2)",35,11/27/2016 12:09:03
1978,"12-13","50","11","270","20","28","1-5, 51&gt;","106",0,"Dair",35,11/27/2016 12:09:03
1979,"14-38","-","11","60","20","-","-","106",0,"Dair (Late)",35,11/27/2016 12:09:03
1980,"1-2","-","3.5","40","60","-","-","50",0,"Dair (Landing)",35,11/27/2016 12:09:03
1981,"18-20","50","5","10","60","","","30",2,"Chef (Pan)",35,11/27/2016 12:09:03
1982,"18-96","-","4","70","20","","","50",2,"Chef (Sausages ( ͡° ͜ʖ ͡°))",35,11/27/2016 12:09:03
1983,"16-24","50","2","361","0","","","0",2,"Judge 1",35,11/27/2016 12:09:03
1984,"16-24","-","4","361","10","","","40",2,"Judge 2",35,11/27/2016 12:09:03
1985,"16-24","-","6 (+25)","140","45","","","50",2,"Judge 3",35,11/27/2016 12:09:03
1986,"16-24","-","8","40","50","","","40",2,"Judge 4",35,11/27/2016 12:09:03
1987,"16-18, 19-21, 22-24, 25-27","-","3","75","40","","","80",2,"Judge 5",35,11/27/2016 12:09:03
1988,"16-24","-","12","20","30","","","80",2,"Judge 6",35,11/27/2016 12:09:03
1989,"16-24","-","14","361","30","","","50",2,"Judge 7",35,11/27/2016 12:09:03
1990,"16-24","-","9","80","W: 70","","","100",2,"Judge 8",35,11/27/2016 12:09:03
1991,"16-24","-","32","361","100","","","80",2,"Judge 9",35,11/27/2016 12:09:03
1992,"2-8 (Intangible: 5-13)","41","0","75","W: 120","","","100",2,"Fire (Windbox)",35,11/27/2016 12:09:03
1993,"9-29","-","6","361","60","","","80",2,"Fire",35,11/27/2016 12:09:03
1994,"Absorbs from: Frame 7","50","-","-","-","","","-",2,"Oil Panic",35,11/27/2016 12:09:03
1995,"2-7","50","1","361","30","","","80",2,"Oil Panic (Attack)",35,11/27/2016 12:09:04
1996,"3-4","20","2","361","8","","","50",1,"Jab 1",36,11/27/2016 12:09:04
1997,"3-4","20","2","70","8","","","50",1,"Jab 2",36,11/27/2016 12:09:04
1998,"6-9","30","4","361","40","","","100",1,"Jab 3",36,11/27/2016 12:09:04
1999,"8","40","4 (+1)/7 (+1)/3","0/80/45","0/60/80","","","100/70/100",1,"Dash Attack (Hit 1)",36,11/27/2016 12:09:04
2000,"15","-","2 (+1)","20","W: 70","","","100",1,"Dash Attack (Hit 2)",36,11/27/2016 12:09:04
2001,"22","-","4 (+1)","80","80","","","104",1,"Dash Attack (Hit 3)",36,11/27/2016 12:09:04
2002,"7-10","35","10","361","12","","","100",1,"Ftilt (Angled Up)",36,11/27/2016 12:09:04
2003,"7-10","-","9","361","12","","","100",1,"Ftilt",36,11/27/2016 12:09:04
2004,"7-10","-","10","361","12","","","100",1,"Ftilt (Angled Down)",36,11/27/2016 12:09:04
2005,"7-8","32","7/5","96","42","","","126",1,"Utilt",36,11/27/2016 12:09:04
2006,"3-4","14 (Dtilt: 6)","4/2","0","20","","","3/6",1,"Dtilt",36,11/27/2016 12:09:04
2007,"21-22 (Reflects: ?, 2.0&#215;, 80% Break Threshold)","55","18/20/22","361","70","","","67",1,"Fsmash",36,11/27/2016 12:09:04
2008,"6-11","56","9","80","90","","","60",1,"Usmash",36,11/27/2016 12:09:05
2009,"12-30","-","13","80","70","","","60",1,"Usmash (Late)",36,11/27/2016 12:09:05
2010,"10-15 (Rehit Rate: 4)","46","1","366","W: 12","","","100",1,"Dsmash",36,11/27/2016 12:09:05
2011,"17-18","-","10","28","60","","","80",1,"Dsmash",36,11/27/2016 12:09:05
2012,"23-25","-","1","45","W: 14","","","100",1,"Dsmash",36,11/27/2016 12:09:05
2013,"26-29","-","1","80","W: 14","","","100",1,"Dsmash",36,11/27/2016 12:09:05
2014,"31-32","-","10","33","50","","","80",1,"Dsmash",36,11/27/2016 12:09:05
2016,"6-7","35","","","","","","",1,"Standing Grab",36,11/27/2016 12:09:05
2017,"8-9","43","","","","","","",1,"Dash Grab",36,11/27/2016 12:09:05
2018,"10-11","41","","","","","","",1,"Pivot Grab",36,11/27/2016 12:09:05
2020,"-","-","11","45","120","","","10",3,"Fthrow",36,11/27/2016 12:09:05
2021,"-","-","11","135","15","","","130",3,"Bthrow",36,11/27/2016 12:09:05
2022,"-","-","10","90","105","","","40",3,"Uthrow",36,11/27/2016 12:09:05
2023,"-","-","0.6&#37;&#215;5, 4","70","70","","","80",3,"Dthrow",36,11/27/2016 12:09:05
2029,"5-12","36","11","361","20","18","1-4, 26&gt;","100",0,"Nair",36,11/27/2016 12:09:05
2030,"13-15","-","7","361","10","-","-","100",0,"Nair (Late)",36,11/27/2016 12:09:05
2031,"8-18 (Rehit Rate: 4)","40","1 (+1)","366","16","20","1-7, 33&gt;","60",0,"Fair",36,11/27/2016 12:09:05
2032,"20","-","4 (+1)","361","32","-","-","150",0,"Fair (Final Hit)",36,11/27/2016 12:09:05
2033,"10-11","36","15","361","16","17","1-9, 25&gt;","100",0,"Bair",36,11/27/2016 12:09:05
2034,"12-18","-","8","361","0","-","-","100",0,"Bair (Late)",36,11/27/2016 12:09:05
2035,"8-11","42","13","85","13","14","1-7, 27&gt;","109",0,"Uair",36,11/27/2016 12:09:05
2036,"20-21","60","12","270","20","28","1-19, 50&gt;","70",0,"Dair",36,11/27/2016 12:09:05
2037,"22-25","-","10","45","30","-","-","70",0,"Dair (Late)",36,11/27/2016 12:09:05
2038,"43","69","9","70","10","","","70",2,"PK Trash (No Charge)",36,11/27/2016 12:09:05
2039,"149","175","37","70","10","","","70",2,"PK Trash (Fully Charged)",36,11/27/2016 12:09:05
2040,"21-38","59","4","80","80","","","30",2,"PK Fire",36,11/27/2016 12:09:05
2041,"(Rehit rate: 6)","-","2/1","68","10","","","30",2,"PK Fire (Pillar)",36,11/27/2016 12:09:05
2042,"20-137","-","8","110","70","","","50",2,"PK Thunder (Head)",36,11/27/2016 12:09:05
2043,"-","-","1","-","-","","","-",2,"PK Thunder (Tail)",36,11/27/2016 12:09:05
2044,"1-10 (Intangible: 1-9)","-","25","361","83","","","80",2,"PK Thunder 2",36,11/27/2016 12:09:05
2045,"11-32","-","21","361","45","","","70",2,"PK Thunder 2 (Late)",36,11/27/2016 12:09:05
2046,"18","30","0","361","W: 11","","","100",2,"PSI Magnet",36,11/27/2016 12:09:05
2047,"4","30","3","361/80","W: 40/30","","","80",1,"Jab 1",37,11/27/2016 12:09:06
2048,"5","-","4","80","W: 35","","","80",1,"Jab 1 (Late)",37,11/27/2016 12:09:06
2049,"4-5","18","3/4","45","W: 40","","","80",1,"Jab 2",37,11/27/2016 12:09:06
2050,"8-10","38","7","68","50","","","50",1,"Dash Attack (Hit 1)",37,11/27/2016 12:09:06
2051,"11-14","-","4","75","90","","","50",1,"Dash Attack (Hit 2)",37,11/27/2016 12:09:06
2052,"15-17","36","11","361","35","","","97",1,"Ftilt",37,11/27/2016 12:09:06
2053,"6, 8, 10, 12, 14","44","0.6","120/120/92","W: 50/50/20","","","100",1,"Utilt (Hits 1-5)",37,11/27/2016 12:09:06
2054,"16","-","4","90","50","","","120",1,"Utilt (Hit 6)",37,11/27/2016 12:09:06
2055,"6-12","30","6","80","30","","","115",1,"Dtilt",37,11/27/2016 12:09:06
2056,"11-14","40","14.5","361","30","","","86/94/94/94/84",1,"Fsmash (Early)",37,11/27/2016 12:09:06
2057,"15-20","-","10","361","30","","","86/94/94/94/84",1,"Fsmash",37,11/27/2016 12:09:06
2058,"21-29","-","6","361","30","","","86/94/94/94/84",1,"Fsmash (Late)",37,11/27/2016 12:09:06
2059,"12-15","56","13","83","50","","","83/91/91/91/81",1,"Usmash",37,11/27/2016 12:09:06
2060,"12-13","-","10","94","50","","","74/81/81/81/72",1,"Usmash (Sourspot)",37,11/27/2016 12:09:06
2061,"16-21","-","11","60","50","","","78/85/85/85/78",1,"Usmash (Late)",37,11/27/2016 12:09:06
2062,"10-13","39","11 (+1)","28","30","","","81/89/89/89/72",1,"Dsmash",37,11/27/2016 12:09:06
2063,"14-18","-","9 (+1)","28","22","","","81/89/89/89",1,"Dsmash (Late)",37,11/27/2016 12:09:06
2064,"14-15","-","9 (+1)","0","0","","","72",1,"Dsmash (Purple Pikmin, Late)",37,11/27/2016 12:09:06
2066,"10-19","50","","","","","","",1,"Standing Grab",37,11/27/2016 12:09:06
2067,"10-19","53","","","","","","",1,"Dash Grab",37,11/27/2016 12:09:06
2068,"10-19","36","","","","","","",1,"Pivot Grab",37,11/27/2016 12:09:06
2070,"-","-","7","361","65","","","60",3,"Fthrow",37,11/27/2016 12:09:07
2071,"-","-","9","45","50","","","60",3,"Bthrow",37,11/27/2016 12:09:07
2072,"-","-","8","85","80","","","65/65/58/65/65",3,"Uthrow",37,11/27/2016 12:09:07
2073,"-","-","1 (Attack Multiplier), 7","70","60","","","60",3,"Dthrow",37,11/27/2016 12:09:07
2079,"7-8, 11-12, 15-16, 19-20","54","1.5","90/130/130/270","40/30/30/30 W: 7","15","1-2, 34&gt;","30/30/80/100",0,"Nair (Hits 1-4)",37,11/27/2016 12:09:07
2080,"23-24","-","2","70","50","-","-","150",0,"Nair",37,11/27/2016 12:09:07
2081,"7-9 (Low Priority)","43","8.5","361","32","15","1-5, 31&gt;","82/90/90/90/81",0,"Fair",37,11/27/2016 12:09:07
2082,"10-13 (Low Priority)","49","10.8","40","30","15","1-5, 36&gt;","90/98/98/98/88",0,"Bair",37,11/27/2016 12:09:07
2083,"8-15 (Low Priority)","35","9","95","50","30","1-5, 30&gt;","84/92/92/92/82",0,"Uair",37,11/27/2016 12:09:07
2084,"9 (Low Priority)","52","9","270/50","10/30","30","1-5, 30&gt;","91/99/99/99/89",0,"Dair",37,11/27/2016 12:09:07
2085,"10-15 (Low Priority)","-","9","50","30","-","-","91/99/99/99/89",0,"Dair (Late)",37,11/27/2016 12:09:07
2086,"Pikmin Generated: Frame 1","9","-","-","-","","","-",2,"Pikmin Pluck",37,11/27/2016 12:09:07
2087,"-","33","-","-","-","","","-",2,"Pikmin Pluck (Failure)",37,11/27/2016 12:09:07
2088,"-","47","-","-","-","","","-",2,"Pikmin Pluck (Air)",37,11/27/2016 12:09:07
2089,"9-","25","-","-","-","","","-",2,"Pikmin Toss",37,11/27/2016 12:09:07
2090,"9-","25","6 (+1)","361","60","","","50",2,"Pikmin Toss (Purple)",37,11/27/2016 12:09:07
2091,"-","39","-","-","-","","","-",2,"Winged Pikmin",37,11/27/2016 12:09:07
2092,"Super Armor: 6-12","21","-","-","-","","","-",2,"Pikmin Order",37,11/27/2016 12:09:07
2093,"4-6","20","3","80/361","W: 22/16","","","100",1,"Jab 1",38,11/27/2016 12:09:08
2094,"4-6","22","2","80/361","W: 26/15","","","100",1,"Jab 2",38,11/27/2016 12:09:08
2095,"4-7","34","4","361","45","","","106",1,"Jab 3",38,11/27/2016 12:09:08
2096,"3-9","42","0","361","W: 12","","","100",1,"Dash Attack (Windbox)",38,11/27/2016 12:09:08
2097,"10-11, 20-21","-","2","12","45","","","15",1,"Dash Attack (Hits 1-2)",38,11/27/2016 12:09:08
